,Time,User,Tweet
14,2022-03-09 20:50:47+00:00,MYSTICALWOLD777,RT @urbanpsych0: @RescueR0LF @spinal_capped @coomerpilled @AntonioSylviani @IBM Calm down
15,2022-03-09 20:50:45+00:00,BigDataAsoc,RT @WAICANNES: [GET YOUR TICKET] Join the #WAICF to explore the latest #AI Solutions on the Market and get Key Insights from the AI top Pla…
16,2022-03-09 20:50:26+00:00,j3r1ch0t45k3r,"#Texas is shifting for the ""home of small government"" to  fascist rule.  Do not let @DanPatrick, @GregAbbott_TX disenfranchise your employees @amazon
 @hp
 @tesla
 @spacex
 @expedia
 @Meta
 @HomeDepot
 @HEB
 @IBM
 @shell
 @exxon
 @bp
 
You have influence, use it. https://t.co/APuDY0Cek2"
17,2022-03-09 20:49:08+00:00,SophiFrost,RT @brianpklein: Hope IBM isn't leaving behind anything valuable. Russia is talking about nationalizing the assets of firms that leave. @IB…
18,2022-03-09 20:44:46+00:00,MoorInsStrat,"During a @SixFivePodcast @danielnewmanUV &amp; @PatrickMoorhead talk with @SteveCanepa, 
@IBM's GM, Global Industries, &amp; Marc Rouanne, @Dish CNO on:
-building #5G nw for key apps
-how nw are different
-nw slicing
-predicting latency &amp; throughput
-AI's role 
https://t.co/eMi8E6ik3B"
19,2022-03-09 20:44:11+00:00,uncagedgypsy,RT @brianpklein: Hope IBM isn't leaving behind anything valuable. Russia is talking about nationalizing the assets of firms that leave. @IB…
20,2022-03-09 20:43:55+00:00,joans3627,RT @IBM: IBM stands with Ukraine. Read the statement from IBM CEO Arvind Krishna:
21,2022-03-09 20:41:51+00:00,graemeknows,"From #MWC22: @SixFivePodcast talks with Rob High, @IBM’s #CTO for #EdgeComputing, and Mike Pollitt, Chief Sales Officer for @BostonDynamics, about #robotics and how the tech is helping organizations collect data to drive and inform decisions. https://t.co/gRGHM4PLys"
22,2022-03-09 20:41:39+00:00,dei_nobre,"@falkerstone @ApeBlock @IBM @animocabrands @Bloomberg @OzMasterTech @ysiu Hi! I love that project, lucky you for getting one. Use it to play lottery. It's better than pancakeswap cause you can play it every 90mins and they have bigger prize pot also it's easy to win since there's not much player yet.

Guide and related links: https://t.co/5t7nj0J33f"
23,2022-03-09 20:39:21+00:00,Wandrwoman,RT @brianpklein: Hope IBM isn't leaving behind anything valuable. Russia is talking about nationalizing the assets of firms that leave. @IB…
24,2022-03-09 20:37:54+00:00,Bar0n_TheGrey,@_Life_Matters @RyanClark85 @sousedfolio @IBM Lol
25,2022-03-09 20:37:25+00:00,brianpklein,Hope IBM isn't leaving behind anything valuable. Russia is talking about nationalizing the assets of firms that leave. @IBM #Russia #Geopolitical #risk #RussianUkrainianWar https://t.co/omJE8tp963
26,2022-03-09 20:37:22+00:00,_Life_Matters,@Bar0n_TheGrey @RyanClark85 @sousedfolio @IBM Non-binary?? 🤷🏿‍♂️💀
27,2022-03-09 20:35:35+00:00,MoorInsStrat,"During a @SixFivePodcast In The @IBM Booth at #MWC22, @danielnewmanUV &amp; @PatrickMoorhead talk with Rob High, IBM's CTO for Edge Computing, and Mike Pollitt, CSO for @BostonDynamics, about robotics and how the technology is growing in importance and more. https://t.co/FkO5TDzPfT"
28,2022-03-09 20:31:31+00:00,SallyFereday,RT @KremlinTrolls: Wow! @IBM suspended its operations in Russia
29,2022-03-09 20:30:09+00:00,ACPressMartucci,"More newspaper weather history ✅

My first video with our brand new, state of the art, whole nine yards @IBM weather graphics system comes out at 630PM tonight at https://t.co/tECkRmhjx9. https://t.co/cbbJd4PXg3"
30,2022-03-09 20:29:39+00:00,steamchess,@HeyCisco ONEBOARD MARKET Needs it’s own phone conferencing system contact @IBM
31,2022-03-09 20:25:00+00:00,dv_martinez,"RT @ValaAfshar: 1957: In this historical photo from the U.S. space agency, programmers are working with an @IBM type 704 electronic data pr…"
32,2022-03-09 20:24:47+00:00,toshacheiz,@IBM https://t.co/uU8fH7py4N
33,2022-03-09 20:23:51+00:00,KenzaAbbou,"RT @IBM: Let's create ist ein Aufruf an alle, die gemeinsam mit uns die Welt zum Besseren gestalten wollen – durch neue Wege in der Entwick…"
34,2022-03-09 20:21:45+00:00,bigfundu,"RT @ValaAfshar: Computer programmers operating @IBM keypunch machines, 1960s https://t.co/O8ShQi1IrP"
35,2022-03-09 20:20:05+00:00,HeinzGHerzog3,RT @IBM: IBM stands with Ukraine. Read the statement from IBM CEO Arvind Krishna: https://t.co/z49ksERAYX https://t.co/CDYpZm87OS
36,2022-03-09 20:19:31+00:00,Gracie0716,"@IBM Very Glad to hear that, but nature you should also support survivors of past employees when your fidelity refuse to pay and continue to with hold survivors benefits!! GET WITH THE PROGRAM AND INVESTIGATE FIDELITY!!!"
37,2022-03-09 20:17:23+00:00,Smilenewa,RT @IBM: IBM stands with Ukraine. Read the statement from IBM CEO Arvind Krishna:
38,2022-03-09 20:11:37+00:00,KimberlyLyn9,@ValaAfshar @IBM I love history like this. I’m fascinated with outer space 🪐
39,2022-03-09 20:06:15+00:00,Evelyncha561,RT @IBM: IBM stands with Ukraine. Read the statement from IBM CEO Arvind Krishna:
40,2022-03-09 20:04:48+00:00,mmjeae,"RT @ValaAfshar: 1957: In this historical photo from the U.S. space agency, programmers are working with an @IBM type 704 electronic data pr…"
41,2022-03-09 20:02:52+00:00,m1ax,@ValaAfshar @IBM My iPhone is probably a zillion times more powerful than that computer.
42,2022-03-09 20:02:48+00:00,GuilherSilva,"RT @ValaAfshar: 1957: In this historical photo from the U.S. space agency, programmers are working with an @IBM type 704 electronic data pr…"
43,2022-03-09 20:02:39+00:00,tari1231,RT @KremlinTrolls: Wow! @IBM suspended its operations in Russia
44,2022-03-09 19:58:45+00:00,wjchristian77,"RT @ShannonJoyRadio: Ok it’s official. 
The Ukrainian people are suffering immensely and need emancipation. 
But THIS is a false operation.…"
45,2022-03-09 19:57:40+00:00,ValaAfshar,"1957: In this historical photo from the U.S. space agency, programmers are working with an @IBM type 704 electronic data processing machine used for making computations for aeronautical research. https://t.co/A88NJBajF9"
46,2022-03-09 19:56:29+00:00,Mezz_Tech,"RT @ValaAfshar: Computer programmers operating @IBM keypunch machines, 1960s https://t.co/O8ShQi1IrP"
47,2022-03-09 19:55:35+00:00,varifrank,RT @KremlinTrolls: Wow! @IBM suspended its operations in Russia
48,2022-03-09 19:54:35+00:00,MercShefali,"RT @ValaAfshar: Computer programmers operating @IBM keypunch machines, 1960s https://t.co/O8ShQi1IrP"
49,2022-03-09 19:54:02+00:00,otepofficial,@ValaAfshar @IBM @colorize_bot
50,2022-03-09 19:53:53+00:00,otepofficial,"RT @ValaAfshar: Computer programmers operating @IBM keypunch machines, 1960s https://t.co/O8ShQi1IrP"
51,2022-03-09 19:53:24+00:00,Lucy_____Smith,Thank you @IBM https://t.co/7s3CIqfKLm
52,2022-03-09 19:53:00+00:00,LPrivileged,"RT @ValaAfshar: Computer programmers operating @IBM keypunch machines, 1960s https://t.co/O8ShQi1IrP"
53,2022-03-09 19:52:49+00:00,ValaAfshar,"Computer programmers operating @IBM keypunch machines, 1960s https://t.co/O8ShQi1IrP"
54,2022-03-09 19:51:58+00:00,DAVIDJMAYS_,@IBM https://t.co/8Noq5apH8r
55,2022-03-09 19:51:56+00:00,selk67410621,RT @IBM: IBM stands with Ukraine. Read the statement from IBM CEO Arvind Krishna:
56,2022-03-09 19:47:51+00:00,DELETETRUMP9,"RT @ShannonJoyRadio: Ok it’s official. 
The Ukrainian people are suffering immensely and need emancipation. 
But THIS is a false operation.…"
57,2022-03-09 19:47:39+00:00,IanosJozsef,RT @SauterBruno: @Mr_trustt @Mononoke_Inu @ApeBlock @IBM P2E-CRYPTO-GAMING IS ABOUT TO TAKE OVER IN 2022 … LET’S GO #MononokeInu #Fortune #…
58,2022-03-09 19:47:28+00:00,IanosJozsef,RT @Mr_trustt: The game is on construction😲 and will be expected in Q3 (July 2022).😉@Mononoke_Inu actually have a top tier @ApeBlock partne…
59,2022-03-09 19:47:09+00:00,clararo61667738,RT @IBM: IBM stands with Ukraine. Read the statement from IBM CEO Arvind Krishna:
60,2022-03-09 19:39:01+00:00,FastCompany,Join Fast Company and @IBM on March 24 for a marquee virtual event exploring how you can turn today’s impossible problems into drivers of real business transformation through the advancements in hybrid cloud.  https://t.co/CBT8UfNS0R
61,2022-03-09 19:38:51+00:00,ElIsleno954,RT @KremlinTrolls: Wow! @IBM suspended its operations in Russia
62,2022-03-09 19:38:49+00:00,ShannonJoyRadio,"Ok it’s official. 
The Ukrainian people are suffering immensely and need emancipation. 
But THIS is a false operation. 
@IBM has a rich history of aiding &amp; abetting fascists by the way. 
See #EdwinBlack 
https://t.co/dRqjDizrQW https://t.co/aiNZP5DSY3"
63,2022-03-09 19:34:36+00:00,miskirsoll,View my verified achievement from @IBM. https://t.co/aUuWZ96StK
64,2022-03-09 19:30:17+00:00,steamchess,"@NASA @Stanford @MIT ONEBOARD MARKET
@WIPO
@CooleyLLP 
@irstaxpros
I made a decision with @IBM they will build my infrastructure for ONEBOARD MARKET and then engage with @Microsoft @Apple @Google to build the respective Windows, iOS, Chromebook applications"
65,2022-03-09 19:29:58+00:00,MicheleScott12,RT @IBM: IBM stands with Ukraine. Read the statement from IBM CEO Arvind Krishna:
66,2022-03-09 19:27:57+00:00,James_Nugent,RT @KremlinTrolls: Wow! @IBM suspended its operations in Russia
67,2022-03-09 19:27:33+00:00,lsudol,"RT @CSforALL: “To make rapid change…you need to share data, have spirit of collaboration and take an approach of data driven problem solvin…"
68,2022-03-09 19:27:08+00:00,lsudol,RT @CSforALL: “Students need to be clear and use their voices to share what they want to learn and what they want to know around #tech.” -…
69,2022-03-09 19:27:06+00:00,Carmenprietop,RT @Fundae_es: Adapta tu #PYME a la sociedad actual con las herramientas para la digitalización que @Google e @IBM ponen a tu disposición e…
70,2022-03-09 19:27:03+00:00,nwayne66,"@mayura08 Nice job, @IBM!"
71,2022-03-09 19:26:06+00:00,ethicsBot_,"#UpNext no #TPN2022! Murielle Greusard de @Hologic, Carolyn Herzog de @Arm, Nicole Spence de @IBM, Claire Ben… https://t.co/iMv71SlwEq https://t.co/vwsmEy6Cdp"
72,2022-03-09 19:25:58+00:00,WorldIPReview,"#UpNext at #TPN2022! Murielle Greusard from @Hologic, Carolyn Herzog from @Arm, Nicole Spence from @IBM, Claire Bennett from @_FiveAI  and Bilge Derinbay from NSN Law Firm discuss ethical issues around AI technologies. Join the conversation now: https://t.co/Fv97NVMcp4 https://t.co/AWkhH00cmT"
73,2022-03-09 19:25:02+00:00,susandagostino6,@KremlinTrolls @IBM As of today March 9 https://t.co/43wCARMEMg
74,2022-03-09 19:20:38+00:00,tex_gregor,"Jeśli to prawda, szacunek dla @IBM ! Choć osobiście wątpię...https://t.co/wfuleCpxRN"
75,2022-03-09 19:19:28+00:00,StrandmanL,RT @KremlinTrolls: Wow! @IBM suspended its operations in Russia
76,2022-03-09 19:18:58+00:00,igeldard,RT @KremlinTrolls: Wow! @IBM suspended its operations in Russia
77,2022-03-09 19:16:32+00:00,New937,@KremlinTrolls @IBM IBM have gone quite heavily into the important and rapidly developing area of quantum computing
78,2022-03-09 19:15:18+00:00,johnmcdermott38,@KremlinTrolls @IBM 😂 https://t.co/afZGvVTYej
79,2022-03-09 19:14:46+00:00,Bar0n_TheGrey,@_Life_Matters @RyanClark85 @sousedfolio @IBM It used the n word.
80,2022-03-09 19:14:40+00:00,CompetitionM8,"RT @IBM: Das sollten Sie nicht verpassen, wenn Sie mitreden wollen. Den Beweis für diese Gleichung treten wir an. #YouAndIBM2022"
81,2022-03-09 19:14:18+00:00,johnmcdermott38,RT @KremlinTrolls: Wow! @IBM suspended its operations in Russia
82,2022-03-09 19:14:00+00:00,Bar0n_TheGrey,@IBM Boy. Almost all the comments under this are from conspiracy theorists 🤖 with grievances 😀
83,2022-03-09 19:13:44+00:00,WesChee,RT @KremlinTrolls: Wow! @IBM suspended its operations in Russia
84,2022-03-09 19:11:51+00:00,RyanJohncke,RT @KremlinTrolls: Wow! @IBM suspended its operations in Russia
85,2022-03-09 19:11:48+00:00,JanisKaupers,RT @KremlinTrolls: Wow! @IBM suspended its operations in Russia
86,2022-03-09 19:11:24+00:00,steamchess,@Apple @Microsoft @Google FYI ONEBOARD MARKET TEAMS REPORT TO @IBM whom will build my supercomputer infrastructure from @OneWTC as negotiated by @GoldStarNYC whom I have yet to properly introduce myself / I am AWE629 an Amercan Spy I am a trillionaire
87,2022-03-09 19:10:39+00:00,geekeasy,RT @KremlinTrolls: Wow! @IBM suspended its operations in Russia
88,2022-03-09 19:09:33+00:00,Sicilian_Donkey,RT @KremlinTrolls: Wow! @IBM suspended its operations in Russia
89,2022-03-09 19:09:15+00:00,steamchess,"@Alexis_Texas @CIA @IBM @MIT @UN @WIPO #AWE @BitCoin 
Today is a big day for me I invented the idea for ONEBOARD MARKET the most efficient business management investor tool ever created! It will invigorate the startup industry!"
90,2022-03-09 19:08:20+00:00,slippy_rez,RT @KremlinTrolls: Wow! @IBM suspended its operations in Russia
91,2022-03-09 19:08:16+00:00,PlasticBank,"A: In collaboration with @IBM, we've developed a blockchain-based app platform where each and every transaction is secured. 2/3"
92,2022-03-09 19:08:15+00:00,WaringWhizKid,RT @CSforALL: Here’s to @BlackGirlsCode and @GirlsWhoCode mentioned by @rwlord @IBM on organizations that are getting young students starte…
93,2022-03-09 19:07:46+00:00,lfishgirl67,Nicely done @IBM https://t.co/sviJV8EiR3
94,2022-03-09 19:07:35+00:00,justin_belcher,@KremlinTrolls @IBM I didn’t know IBM was still a thing.
95,2022-03-09 19:07:30+00:00,steamchess,"@Alexis_Texas @CIA @IBM @MIT @UN @WIPO #AWE @BitCoin 
Speaking of HELLA HARD HOMEY / the vote returns that it will be the IBM African Cryptocurrency Grocery Store Cash Register / THEY have let their opinions be known to me!"
96,2022-03-09 19:07:24+00:00,rolnam,RT @IBM: IBM stands with Ukraine. Read the statement from IBM CEO Arvind Krishna: https://t.co/z49ksERAYX https://t.co/CDYpZm87OS
97,2022-03-09 19:07:11+00:00,john_trib,RT @KremlinTrolls: Wow! @IBM suspended its operations in Russia
98,2022-03-09 19:06:44+00:00,SteveOslerWdx,RT @KremlinTrolls: Wow! @IBM suspended its operations in Russia
99,2022-03-09 19:06:21+00:00,Dr_Kakerlake,RT @IBM: IBM stands with Ukraine. Read the statement from IBM CEO Arvind Krishna: https://t.co/z49ksERAYX https://t.co/CDYpZm87OS
100,2022-03-09 19:06:03+00:00,three_farm_dogs,RT @KremlinTrolls: Wow! @IBM suspended its operations in Russia
101,2022-03-09 19:05:46+00:00,JoCash888,@kylegriffin1 @CNBCnow Thank you @IBM
102,2022-03-09 19:05:38+00:00,SMBTechChannel,"RT @ShivamLohiya13: Atlast my article published 😍-
Thank You @IBM and @SMBTechChannel for appreciating my work &amp; Featuring me in IBM Fresh…"
103,2022-03-09 19:05:25+00:00,CamrosPlays,@KremlinTrolls @IBM I guess they learned their lesson from that time they supported the actual Nazi Germany.
104,2022-03-09 19:05:24+00:00,magicdmw,RT @KremlinTrolls: Wow! @IBM suspended its operations in Russia
105,2022-03-09 19:05:09+00:00,Jannerssary,@KremlinTrolls @IBM Devastating news for the Kremlin who still use the old style IBMs https://t.co/iezvyEFczG
106,2022-03-09 19:04:52+00:00,AijaLynx,RT @KremlinTrolls: Wow! @IBM suspended its operations in Russia
107,2022-03-09 19:04:39+00:00,Ewacg,RT @KremlinTrolls: Wow! @IBM suspended its operations in Russia
108,2022-03-09 19:04:23+00:00,FrankSowa1,RT @KremlinTrolls: Wow! @IBM suspended its operations in Russia
109,2022-03-09 19:04:16+00:00,KremlinTrolls,Wow! @IBM suspended its operations in Russia
110,2022-03-09 19:03:13+00:00,_Life_Matters,@NewWorldMan666 @1234_Mjk @IBM Killer meme.. You’re absolutely crushing it bruh.. 🤦🏿‍♂️💀🥴
111,2022-03-09 19:02:17+00:00,MagicLeeEdTech,Very inspired to hear the open learning and collaboration happening with @CGIU and @IBM. Student stories are powerful. Love the way @ChelseaClinton and @rwlord are empowering learners. #SXSW2022 https://t.co/hNoqdNkTA2
112,2022-03-09 19:00:43+00:00,defineimpact,"Sustainable #SupplyChains are good for the triple bottom line—leading to a better work culture, more engaged customers and long-term profitability. 🌟

@IBM 👉 https://t.co/NjQqHfB9Mg
#EverydayESG #sustainability #ESG https://t.co/zlnpwSNalP"
113,2022-03-09 18:55:25+00:00,NatalieYeadon,"RT @impetus_digital: @tushar_pant, Consulting Executive in Healthcare at @IBM, explains the #technology behind @IBMWatsonHealth and discuss…"
114,2022-03-09 18:52:24+00:00,karounos,"RT @OpenForumEurope: Anita Shaw, IP Law Counsel, is a dual qualified European and UK Patent Attorney at @IBM is joining us as a speaker at…"
115,2022-03-09 18:50:42+00:00,book_gr,"RT @OpenForumEurope: Anita Shaw, IP Law Counsel, is a dual qualified European and UK Patent Attorney at @IBM is joining us as a speaker at…"
116,2022-03-09 18:49:40+00:00,cc_greece,"RT @OpenForumEurope: Anita Shaw, IP Law Counsel, is a dual qualified European and UK Patent Attorney at @IBM is joining us as a speaker at…"
117,2022-03-09 18:48:20+00:00,AzurFlorian,"RT @WomeninAIEthics: In today’s podcast, we have invited @ibethrudden, distinguished Engineer &amp; Principal Data Scientist, Cognitive &amp; AI Se…"
118,2022-03-09 18:47:48+00:00,eellak,"RT @OpenForumEurope: Anita Shaw, IP Law Counsel, is a dual qualified European and UK Patent Attorney at @IBM is joining us as a speaker at…"
119,2022-03-09 18:46:46+00:00,gfoss_en,"RT @OpenForumEurope: Anita Shaw, IP Law Counsel, is a dual qualified European and UK Patent Attorney at @IBM is joining us as a speaker at…"
120,2022-03-09 18:43:50+00:00,Jbeekman6,RT @IBM: IBM stands with Ukraine. Read the statement from IBM CEO Arvind Krishna:
121,2022-03-09 18:43:11+00:00,WAMCNews,RT @OpenshiftZ: My husband came running into the office to tell me @IBM was on the radio -- our own Lloyd Treinish on @WAMCRadio -- so prou…
122,2022-03-09 18:42:37+00:00,BillHiggins,"RT @WomeninAIEthics: In today’s podcast, we have invited @ibethrudden, distinguished Engineer &amp; Principal Data Scientist, Cognitive &amp; AI Se…"
123,2022-03-09 18:38:54+00:00,jloresecha,"RT @IBM: “Let’s Create” es un llamamiento a los creadores: desarrolladores, tecnólogos e ingenieros que hacen que el mundo funcione mejor."
124,2022-03-09 18:37:08+00:00,harvard_data,"RT @WomeninAIEthics: In today’s podcast, we have invited @ibethrudden, distinguished Engineer &amp; Principal Data Scientist, Cognitive &amp; AI Se…"
125,2022-03-09 18:35:42+00:00,needmouth,@IBM 🇺🇸
126,2022-03-09 18:32:44+00:00,AzhaAmir,"RT @IBM: 👩🏻‍💻🧑🏾‍💼👩🏼‍🔬

In celebration of #InternationalWomensDay, take a look at some of the timeless contributions and technological advan…"
127,2022-03-09 18:27:17+00:00,dancioloca,"RT @sipeval: @MattWallace888 Invest in the #future of $LANC
Why?
• #Freelance with close to zero fees

• Tier 1 exchange listing this quart…"
128,2022-03-09 18:27:08+00:00,martinezjavier,RT @IBM: IBM stands with Ukraine. Read the statement from IBM CEO Arvind Krishna: https://t.co/z49ksERAYX https://t.co/CDYpZm87OS
129,2022-03-09 18:23:51+00:00,LiangPupu,"RT @sipeval: @The100xGems Invest in the #future of $LANC
Why?
• #Freelance with close to zero fees

• Tier 1 exchange listing this quarter…"
130,2022-03-09 18:22:49+00:00,sipeval,"@gem_cmc Invest in the #future of $LANC
Why?
• #Freelance with close to zero fees

• Tier 1 exchange listing this quarter 

• #NFT #gaming  and #Metaverse 

• https://t.co/OBphZqe2Us

Freelance Revolution in which 
@awscloud and  @IBM already invested.
!!New announcements this month!!"
131,2022-03-09 18:22:38+00:00,sipeval,"@shib_vinci Invest in the #future of $LANC
Why?
• #Freelance with close to zero fees

• Tier 1 exchange listing this quarter 

• #NFT #gaming  and #Metaverse 

• https://t.co/OBphZqe2Us

Freelance Revolution in which 
@awscloud and  @IBM already invested.
!!New announcements this month!!"
132,2022-03-09 18:21:40+00:00,sipeval,"@TrustWallet Invest in the #future of $LANC
Why?
• #Freelance with close to zero fees

• Tier 1 exchange listing this quarter 

• #NFT #gaming  and #Metaverse 

• https://t.co/OBphZqe2Us

Freelance Revolution in which 
@awscloud and  @IBM already invested.
!!New announcements this month!!"
133,2022-03-09 18:21:04+00:00,sipeval,"@altcryptocom Invest in the #future of $LANC
Why?
• #Freelance with close to zero fees

• Tier 1 exchange listing this quarter 

• #NFT #gaming  and #Metaverse 

• https://t.co/OBphZqe2Us

Freelance Revolution in which 
@awscloud and  @IBM already invested.
!!New announcements this month!!"
134,2022-03-09 18:20:46+00:00,sipeval,"@cryptogems555 Invest in the #future of $LANC
Why?
• #Freelance with close to zero fees

• Tier 1 exchange listing this quarter 

• #NFT #gaming  and #Metaverse 

• https://t.co/OBphZqe2Us

Freelance Revolution in which 
@awscloud and  @IBM already invested.
!!New announcements this month!!"
135,2022-03-09 18:20:34+00:00,sipeval,"@The100xGems Invest in the #future of $LANC
Why?
• #Freelance with close to zero fees

• Tier 1 exchange listing this quarter 

• #NFT #gaming  and #Metaverse 

• https://t.co/OBphZqe2Us

Freelance Revolution in which 
@awscloud and  @IBM already invested.
!!New announcements this month!!"
136,2022-03-09 18:20:23+00:00,sipeval,"@cryptogems555 Invest in the #future of $LANC
Why?
• #Freelance with close to zero fees

• Tier 1 exchange listing this quarter 

• #NFT #gaming  and #Metaverse 

• https://t.co/OBphZqe2Us

Freelance Revolution in which 
@awscloud and  @IBM already invested.
!!New announcements this month!!"
137,2022-03-09 18:19:58+00:00,sipeval,"@Shib_nobi Invest in the #future of $LANC
Why?
• #Freelance with close to zero fees

• Tier 1 exchange listing this quarter 

• #NFT #gaming  and #Metaverse 

• https://t.co/OBphZqe2Us

Freelance Revolution in which 
@awscloud and  @IBM already invested.
!!New announcements this month!!"
138,2022-03-09 18:19:47+00:00,sipeval,"@altcryptocom Invest in the #future of $LANC
Why?
• #Freelance with close to zero fees

• Tier 1 exchange listing this quarter 

• #NFT #gaming  and #Metaverse 

• https://t.co/OBphZqe2Us

Freelance Revolution in which 
@awscloud and  @IBM already invested.
!!New announcements this month!!"
139,2022-03-09 18:19:35+00:00,sipeval,"@Taylorcrypto_ Invest in the #future of $LANC
Why?
• #Freelance with close to zero fees

• Tier 1 exchange listing this quarter 

• #NFT #gaming  and #Metaverse 

• https://t.co/OBphZqe2Us

Freelance Revolution in which 
@awscloud and  @IBM already invested.
!!New announcements this month!!"
140,2022-03-09 18:19:25+00:00,sipeval,"@cryptogems555 Invest in the #future of $LANC
Why?
• #Freelance with close to zero fees

• Tier 1 exchange listing this quarter 

• #NFT #gaming  and #Metaverse 

• https://t.co/OBphZqe2Us

Freelance Revolution in which 
@awscloud and  @IBM already invested.
!!New announcements this month!!"
141,2022-03-09 18:19:08+00:00,sipeval,"@BTCfuel Invest in the #future of $LANC
Why?
• #Freelance with close to zero fees

• Tier 1 exchange listing this quarter 

• #NFT #gaming  and #Metaverse 

• https://t.co/OBphZqe2Us

Freelance Revolution in which 
@awscloud and  @IBM already invested.
!!New announcements this month!!"
142,2022-03-09 18:18:35+00:00,sipeval,"@kucoincom Invest in the #future of $LANC
Why?
• #Freelance with close to zero fees

• Tier 1 exchange listing this quarter 

• #NFT #gaming  and #Metaverse 

• https://t.co/OBphZqe2Us

Freelance Revolution in which 
@awscloud and  @IBM already invested.
!!New announcements this month!!"
143,2022-03-09 18:18:17+00:00,sipeval,"@binance Invest in the #future of $LANC
Why?
• #Freelance with close to zero fees

• Tier 1 exchange listing this quarter 

• #NFT #gaming  and #Metaverse 

• https://t.co/OBphZqe2Us

Freelance Revolution in which 
@awscloud and  @IBM already invested.
!!New announcements this month!!"
144,2022-03-09 18:17:49+00:00,sipeval,"@krakenfx Invest in the #future of $LANC
Why?
• #Freelance with close to zero fees

• Tier 1 exchange listing this quarter 

• #NFT #gaming  and #Metaverse 

• https://t.co/OBphZqe2Us

Freelance Revolution in which 
@awscloud and  @IBM already invested.
!!New announcements this month!!"
145,2022-03-09 18:17:35+00:00,sipeval,"@MMCrypto Invest in the #future of $LANC
Why?
• #Freelance with close to zero fees

• Tier 1 exchange listing this quarter 

• #NFT #gaming  and #Metaverse 

• https://t.co/OBphZqe2Us

Freelance Revolution in which 
@awscloud and  @IBM already invested.
!!New announcements this month!!"
146,2022-03-09 18:17:16+00:00,sipeval,"@WatcherGuru Invest in the #future of $LANC
Why?
• #Freelance with close to zero fees

• Tier 1 exchange listing this quarter 

• #NFT #gaming  and #Metaverse 

• https://t.co/OBphZqe2Us

Freelance Revolution in which 
@awscloud and  @IBM already invested.
!!New announcements this month!!"
